1.017505931854248047e+01,-1.437144041061401367e+00
-4.696887969970703125e+00,3.268545866012573242e+00
-2.597824573516845703e+00,9.690197944641113281e+00
-9.298077583312988281e+00,-3.171682596206665039e+00
-9.669114112854003906e+00,-3.334894657135009766e+00
9.301535606384277344e+00,-6.111018180847167969e+00
2.296906948089599609e+00,-8.748145103454589844e+00
1.729667782783508301e+00,-9.779900908470153809e-01
-6.694061160087585449e-01,-5.826847553253173828e-01
8.671768188476562500e+00,-6.113932132720947266e+00
-9.362709045410156250e+00,-2.558082103729248047e+00
-1.011547279357910156e+01,7.112095355987548828e+00
4.966426849365234375e+00,-8.960475921630859375e+00
-7.401119232177734375e+00,1.276523590087890625e+01
1.862652897834777832e+00,9.261206626892089844e+00
7.807575702667236328e+00,-7.533819198608398438e+00
-3.835705757141113281e+00,-8.106940269470214844e+00
8.406648635864257812e+00,-6.503838539123535156e+00
-4.194981575012207031e+00,-1.310223460197448730e+00
-9.101208686828613281e+00,2.889982223510742188e+00
4.518993377685546875e+00,-1.019591093063354492e-01
-7.829651355743408203e+00,-6.670499324798583984e+00
8.631998062133789062e+00,5.896947383880615234e+00
3.582264900207519531e+00,1.491381525993347168e-01
1.386258411407470703e+01,5.567228198051452637e-01
4.896727085113525391e+00,5.481653690338134766e+00
-4.554354667663574219e+00,-1.006746864318847656e+01
6.474929332733154297e+00,9.037384986877441406e+00
9.745516777038574219e+00,-2.330598115921020508e+00
-5.715689182281494141e+00,1.095352172851562500e+01
-7.439883708953857422e+00,1.280735111236572266e+01
-4.463506698608398438e+00,-8.508393287658691406e+00
8.287873268127441406e+00,9.999979019165039062e+00
1.051763916015625000e+01,-2.093797445297241211e+00
4.047870159149169922e+00,7.924249649047851562e+00
1.842797160148620605e+00,-8.905756950378417969e+00
-4.533119201660156250e+00,3.712256669998168945e+00
-1.557923078536987305e+00,7.561156272888183594e+00
-1.096308135986328125e+01,6.146964550018310547e+00
-3.841052055358886719e+00,-7.901945114135742188e+00
-3.977156639099121094e+00,-2.266624689102172852e+00
-8.058929443359375000e+00,8.251211166381835938e+00
5.271659851074218750e+00,8.225742340087890625e+00
1.027130603790283203e+01,2.273863315582275391e+00
7.433243274688720703e+00,-4.370003700256347656e+00
1.093254852294921875e+01,-2.573817968368530273e-02
3.518521785736083984e+00,-1.838201999664306641e+00
-1.779851913452148438e+00,-1.078180027008056641e+01
1.036591339111328125e+01,-2.751249074935913086e-02
-1.007207012176513672e+01,3.660211324691772461e+00
1.525935554504394531e+01,1.977908134460449219e+00
1.319556236267089844e-01,-8.312511444091796875e+00
2.523517608642578125e-01,9.629770278930664062e+00
5.189441204071044922e+00,-4.309200286865234375e+00
8.996336936950683594e+00,-6.037002086639404297e+00
5.212625026702880859e+00,-9.302637100219726562e+00
4.197602272033691406e+00,8.890819549560546875e+00
-1.008074569702148438e+01,1.695635557174682617e+00
2.275998592376708984e+00,-2.852325916290283203e+00
1.070563220977783203e+01,-2.862325429916381836e+00
-1.966040611267089844e+00,9.364849090576171875e+00
8.343336105346679688e+00,-4.653748035430908203e+00
-9.157439231872558594e+00,-3.549411773681640625e+00
-7.042651176452636719e+00,-6.019338607788085938e+00
9.460277557373046875e+00,-2.976786851882934570e+00
-1.031275749206542969e+01,-8.213149070739746094e+00
2.102879524230957031e+00,-8.890148162841796875e+00
-1.848799824714660645e+00,-1.032382678985595703e+01
-8.354500770568847656e+00,1.123048973083496094e+01
-7.670616149902343750e+00,1.025161933898925781e+01
7.698937892913818359e+00,8.545331954956054688e+00
4.568580150604248047e+00,-9.200489997863769531e+00
5.187367439270019531e+00,-8.447772026062011719e+00
4.408660888671875000e+00,-9.647896885871887207e-01
8.526145935058593750e+00,-3.714144706726074219e+00
3.056104183197021484e+00,7.932082176208496094e+00
2.926111221313476562e-01,-1.549584627151489258e+00
-4.520668029785156250e+00,-9.218241691589355469e+00
2.242587089538574219e+00,4.738777160644531250e+00
-2.504894733428955078e+00,7.563197135925292969e+00
3.959692955017089844e+00,4.302200317382812500e+00
-6.399767398834228516e+00,-9.344693183898925781e+00
-1.046831321716308594e+01,8.027833104133605957e-01
-4.400650501251220703e+00,-1.994218349456787109e+00
